% Model:              Damaged Beam.mph
% Version:            COMSOL 5.4.0.346
% Date:               Nov 4 2019, 20:26
% Dimension:          2
% Nodes:              48
% Expressions:        20
% Description:        Displacement field, Y component, Frequency
% Length unit:        m
% X                       Y                        v (m) @ lambda=1         freq (1/s) @ lambda=1    v (m) @ lambda=2         freq (1/s) @ lambda=2    v (m) @ lambda=3         freq (1/s) @ lambda=3    v (m) @ lambda=4         freq (1/s) @ lambda=4    v (m) @ lambda=5         freq (1/s) @ lambda=5    v (m) @ lambda=6         freq (1/s) @ lambda=6    v (m) @ lambda=7         freq (1/s) @ lambda=7    v (m) @ lambda=8         freq (1/s) @ lambda=8    v (m) @ lambda=9         freq (1/s) @ lambda=9    v (m) @ lambda=10        freq (1/s) @ lambda=10
0.28000000000000025       0                        0.6118759489575184       1.2996914212350335       0.37754659157119336      5.6798960358555854       0.13722837730613924      13.796562696383683       -0.08596894374621535     23.048972093454456       -4.7729363030866736E-15  35.26547364378017        0.16526966807218782      37.04643992800041        0.11981098440067402      53.11473238354093        -3.3591406289835585E-15  69.74076704065645        0.009553119041683197     73.61472651469536        0.07381378182875264      93.73789443541533
0.3                       0                        0.6479816800128123       1.2996914212350335       0.3813121316618431       5.6798960358555854       0.09011157380551958      13.796562696383683       -0.14028399911931663     23.048972093454456       -4.166195697990383E-15   35.26547364378017        0.19026031460777337      37.04643992800041        0.09759805650309251      53.11473238354093        2.28563285300663E-15     69.74076704065645        -0.04444523582292341     73.61472651469536        0.12456098062862941      93.73789443541533
0.2600000000000002        0                        0.5743826148388437       1.2996914212350335       0.370435218707813        5.6798960358555854       0.1793626835142          13.796562696383683       -0.031730808535968824    23.048972093454456       -7.663991630136837E-15   35.26547364378017        0.1315759148800381       37.04643992800041        0.12779904154641708      53.11473238354093        -6.241021321524794E-15   69.74076704065645        0.055341784561366056     73.61472651469536        0.01655566132057133      93.73789443541533
0.24000000000000016       0                        0.5355725425636648       1.2996914212350335       0.35983214715311         5.6798960358555854       0.21509863010750851      13.796562696383683       0.020383118431940687     23.048972093454456       -6.363615233626051E-15   35.26547364378017        0.09056451406582323      37.04643992800041        0.12002054903182349      53.11473238354093        -8.860405416153188E-15   69.74076704065645        0.08684077085990229      73.61472651469536        -0.03803996661202452     93.73789443541533
0.22000000000000014       0                        0.4955227233003933       1.2996914212350335       0.34566687946001595      5.6798960358555854       0.24323472395450643      13.796562696383683       0.06821788303670041      23.048972093454456       -6.144602798083498E-15   35.26547364378017        0.04475096568093501      37.04643992800041        0.09716427869723974      53.11473238354093        -9.104236771101508E-15   69.74076704065645        0.09978274678291679      73.61472651469536        -0.07985632628948731     93.73789443541533
0.20000000000000012       0                        0.45431586051643563      1.2996914212350335       0.32794212357126773      5.6798960358555854       0.2628265663933987       13.796562696383683       0.10968453685131965      23.048972093454456       -5.685114026431724E-15   35.26547364378017        -0.002571077011194878    37.04643992800041        0.06201289223762893      53.11473238354093        -7.272338175914592E-15   69.74076704065645        0.09276680881990707      73.61472651469536        -0.10076941182105383     93.73789443541533
0.18000000000000008       0                        0.4120399427978367       1.2996914212350335       0.30673090632184596      5.6798960358555854       0.2732204925748405       13.796562696383683       0.14291948635162693      23.048972093454456       -5.147897407720466E-15   35.26547364378017        -0.04772220020595495     37.04643992800041        0.019043925128167973     53.11473238354093        -4.643368374662297E-15   69.74076704065645        0.06769345317671341      73.61472651469536        -0.09689338306803724     93.73789443541533
0.16000000000000006       0                        0.36878780433278113      1.2996914212350335       0.28217296397935027      5.6798960358555854       0.27407699613968406      13.796562696383683       0.16642259890579397      23.048972093454456       -2.4856569394321827E-15  35.26547364378017        -0.08704214180191801     37.04643992800041        -0.026183284884841278    53.11473238354093        -1.2119532534519347E-15  69.74076704065645        0.02953528382559763      73.61472651469536        -0.0697051653380087      93.73789443541533
0.14000000000000004       0                        0.32465667399701315      1.2996914212350335       0.2544704245810985       5.6798960358555854       0.26538315801147694      13.796562696383683       0.17916788918604964      23.048972093454456       -1.8742173680869594E-15  35.26547364378017        -0.1172759119089948      37.04643992800041        -0.06777675942227868     53.11473238354093        2.6434396814509995E-15   69.74076704065645        -0.014492803404915818    73.61472651469536        -0.02584301578665571     93.73789443541533
0.12000000000000004       0                        0.2797477140308946       1.2996914212350335       0.22388281039667024      5.6798960358555854       0.24745367359900297      13.796562696383683       0.18068181396253405      23.048972093454456       -3.5109396424887133E-16  35.26547364378017        -0.1359099491832628      37.04643992800041        -0.10030029326471128     53.11473238354093        5.702016232849017E-15    69.74076704065645        -0.05619849773463979     73.61472651469536        0.02434084674933053      93.73789443541533
