% Model:              model.mph
% Version:            COMSOL 5.4.0.346
% Date:               Nov 5 2019, 09:56
% Dimension:          2
% Nodes:              51
% Expressions:        20
% Description:        Displacement field, Y component, Frequency
% Length unit:        m
% X                       Y                        v (m) @ lambda=1         freq (1/s) @ lambda=1    v (m) @ lambda=2         freq (1/s) @ lambda=2    v (m) @ lambda=3         freq (1/s) @ lambda=3    v (m) @ lambda=4         freq (1/s) @ lambda=4    v (m) @ lambda=5         freq (1/s) @ lambda=5    v (m) @ lambda=6         freq (1/s) @ lambda=6    v (m) @ lambda=7         freq (1/s) @ lambda=7    v (m) @ lambda=8         freq (1/s) @ lambda=8    v (m) @ lambda=9         freq (1/s) @ lambda=9    v (m) @ lambda=10        freq (1/s) @ lambda=10
0.28000000000000025       0                        0.5929334160027879       1.2343897957750474       0.32820087381460944      4.762112211252499        0.15173232616421709      11.052901342416359       -0.0264599391598078      19.558342909214343       -0.1312303219265787      32.54281888460277        2.6233289957226797E-13   33.88175496601954        -0.13148657887042203     47.93741585221722        2.684164170977417E-14    67.86071945785591        0.030512367678956508     68.99792790749657        0.05379609978126644      89.07483872400822
0.3                       0                        0.6285260724753228       1.2343897957750474       0.3353940497961531       4.762112211252499        0.13072138224899765      11.052901342416359       -0.07947959309060026     19.558342909214343       -0.16212634501813944     32.54281888460277        3.106997927740565E-13    33.88175496601954        -0.1244338272384213      47.93741585221722        -1.5778748660208803E-14  67.86071945785591        -0.016350074214872737    68.99792790749657        0.10498734359641185      89.07483872400822
0.2600000000000002        0                        0.5561050385913403       1.2343897957750474       0.3185322788081954       4.762112211252499        0.16933834250430058      11.052901342416359       0.024506853794945528     19.558342909214343       -0.09532897919070496     32.54281888460277        2.1024814471215711E-13   33.88175496601954        -0.12625843887263166     47.93741585221722        5.992025033560954E-14    67.86071945785591        0.06757897098285268      68.99792790749657        2.3159179565968832E-4    89.07483872400822
0.24000000000000016       0                        0.5181045828278316       1.2343897957750474       0.30633816505886907      4.762112211252499        0.18292608025527593      11.052901342416359       0.07159455446457642      19.558342909214343       -0.0559310641222891      32.54281888460277        1.4286694341550125E-13   33.88175496601954        -0.10837514559521914     47.93741585221722        7.908936358138406E-14    67.86071945785591        0.09007471418071582      68.99792790749657        -0.04749816150694837     89.07483872400822
0.22000000000000014       0                        0.47900104172803837      1.2343897957750474       0.29161400063926957      4.762112211252499        0.19201234485147722      11.052901342416359       0.11303458394996506      19.558342909214343       -0.015179111775722964    32.54281888460277        7.71547165491219E-14     33.88175496601954        -0.07926443971679475     47.93741585221722        8.422024318171422E-14    67.86071945785591        0.09518356659116861      68.99792790749657        -0.08112480133075158     89.07483872400822
0.20000000000000012       0                        0.43886839310674697      1.2343897957750474       0.27439907456141743      4.762112211252499        0.19625452127480536      11.052901342416359       0.14722907894685475      19.558342909214343       0.024411711610996763     32.54281888460277        1.4448631998632758E-15   33.88175496601954        -0.04189994557165227     47.93741585221722        7.459797938489375E-14    67.86071945785591        0.0827107943357357       68.99792790749657        -0.09464233270265104     89.07483872400822
0.18000000000000008       0                        0.3977852233390397       1.2343897957750474       0.25477438855505674      4.762112211252499        0.19545754158431553      11.052901342416359       0.17285037752384433      19.558342909214343       0.060223407317850315     32.54281888460277        -6.349858480949686E-14   33.88175496601954        -3.858284790009248E-4    47.93741585221722        4.9746683104986273E-14   67.86071945785591        0.05523560125072161      68.99792790749657        -0.08594200955193909     89.07483872400822
0.16000000000000006       0                        0.3558343412241838       1.2343897957750474       0.23286019305325253      4.762112211252499        0.18957713338664542      11.052901342416359       0.188923106728542        19.558342909214343       0.08979706103301831      32.54281888460277        -1.2175712656072405E-13  33.88175496601954        0.0405756151202118       47.93741585221722        1.5932816911894728E-14   67.86071945785591        0.01774901433028029      68.99792790749657        -0.057472092632848366    89.07483872400822
0.14000000000000004       0                        0.3131023827078758       1.2343897957750474       0.2088131789294944       4.762112211252499        0.17871919913708997      11.052901342416359       0.19488569712318823      19.558342909214343       0.11106965731098006      32.54281888460277        -1.6415724060884188E-13  33.88175496601954        0.0762751515308436       47.93741585221722        -2.2645186915554013E-14  67.86071945785591        -0.023147247652530525    68.99792790749657        -0.015822320448168035    89.07483872400822
0.12000000000000004       0                        0.2696794072592067       1.2343897957750474       0.1828233421445079       4.762112211252499        0.16313529202782695      11.052901342416359       0.1906289922824734       19.558342909214343       0.12256960715758523      32.54281888460277        -1.9088339241345564E-13  33.88175496601954        0.1025797649360859       47.93741585221722        -5.6608362198298865E-14  67.86071945785591        -0.06033486339568303     68.99792790749657        0.029647693789879203     89.07483872400822
