% Model:              model.mph
% Version:            COMSOL 5.4.0.346
% Date:               Nov 4 2019, 23:22
% Dimension:          2
% Nodes:              51
% Expressions:        20
% Description:        Displacement field, Y component, Frequency
% Length unit:        m
% X                       Y                        v (m) @ lambda=1         freq (1/s) @ lambda=1    v (m) @ lambda=2         freq (1/s) @ lambda=2    v (m) @ lambda=3         freq (1/s) @ lambda=3    v (m) @ lambda=4         freq (1/s) @ lambda=4    v (m) @ lambda=5         freq (1/s) @ lambda=5    v (m) @ lambda=6         freq (1/s) @ lambda=6    v (m) @ lambda=7         freq (1/s) @ lambda=7    v (m) @ lambda=8         freq (1/s) @ lambda=8    v (m) @ lambda=9         freq (1/s) @ lambda=9    v (m) @ lambda=10        freq (1/s) @ lambda=10
0.28000000000000025       0                        0.4953984101699328       1.1100632545998672       0.39709603256064224      5.2836041575235155       0.1110817685391383       13.51211367133346        -0.029732069745524083    21.02008608572061        1.664701386649472E-13    35.50292441258151        -0.15459190173921583     37.20236294996828        -0.10221853010225841     52.09966246077521        4.717899673223137E-14    68.28948668032429        -0.036232652046010116    70.15567305987992        0.05411899505479071      94.2171500564543
0.3                       0                        0.525432852907308        1.1100632545998672       0.39533542336455973      5.2836041575235155       0.07537073647206168      13.51211367133346        -0.07724527425685632     21.02008608572061        1.8284409270682886E-13   35.50292441258151        -0.17333096939506346     37.20236294996828        -0.0841149052090428      52.09966246077521        -9.21654919011228E-15    68.28948668032429        0.013631112724205342     70.15567305987992        0.09059386200589013      94.2171500564543
0.2600000000000002        0                        0.4643775615606819       1.1100632545998672       0.3941113400631416       5.2836041575235155       0.1428346762396837       13.51211367133346        0.017763226511199205     21.02008608572061        1.345862652338857E-13    35.50292441258151        -0.12466646588122973     37.20236294996828        -0.10785960242387274     52.09966246077521        9.09510756445638E-14     68.28948668032429        -0.07704001306141825     70.15567305987992        0.00932866381720805      94.2171500564543
0.24000000000000016       0                        0.432424157219736        1.1100632545998672       0.3863591408601956       5.2836041575235155       0.16958768120380452      13.51211367133346        0.06306848150555022      21.02008608572061        9.215468205429396E-14    35.50292441258151        -0.08549922507892185     37.20236294996828        -0.1000717437269002      52.09966246077521        1.178320952710447E-13    68.28948668032429        -0.10264788549479213     70.15567305987992        -0.03501590160371899     94.2171500564543
0.22000000000000014       0                        0.3995956605622114       1.1100632545998672       0.3738865856944906       5.2836041575235155       0.19046276867196738      13.51211367133346        0.10406011903420277      21.02008608572061        4.497533898446044E-14    35.50292441258151        -0.04011110988637999     37.20236294996828        -0.0796994181248793      52.09966246077521        1.2469497372383237E-13   68.28948668032429        -0.10922931334010623     70.15567305987992        -0.06962631791345546     94.2171500564543
0.20000000000000012       0                        0.36595289964324934      1.1100632545998672       0.3568088154601216       5.2836041575235155       0.2047763717379748       13.51211367133346        0.13878857465360006      21.02008608572061        -1.4050990040964276E-14  35.50292441258151        0.007738579852103777     37.20236294996828        -0.04926682518967911     52.09966246077521        1.0619934442076451E-13   68.28948668032429        -0.09604969249489458     70.15567305987992        -0.08708631646585673     94.2171500564543
0.18000000000000008       0                        0.3315598117161832       1.1100632545998672       0.33530676523073216      5.2836041575235155       0.2120633142357345       13.51211367133346        0.16559179267315075      21.02008608572061        -6.115908755689875E-14   35.50292441258151        0.05394348000056455      37.20236294996828        -0.012635836346301704    52.09966246077521        7.17033144009549E-14     68.28948668032429        -0.06566755620551736     70.15567305987992        -0.08372278521300629     94.2171500564543
0.16000000000000006       0                        0.2964831814569123       1.1100632545998672       0.3096241581578357       5.2836041575235155       0.21209322854570536      13.51211367133346        0.18319137692714935      21.02008608572061        -1.0105755386953676E-13  35.50292441258151        0.09446248050621052      37.20236294996828        0.025504726150677896     52.09966246077521        2.491981370573887E-14    68.28948668032429        -0.023538127149381142    70.15567305987992        -0.060550294871541496    94.2171500564543
0.14000000000000004       0                        0.2607923733517917       1.1100632545998672       0.2800637210562705       5.2836041575235155       0.20487891501048275      13.51211367133346        0.19076680140775806      21.02008608572061        -1.3117945574884193E-13  35.50292441258151        0.1257177601193384       37.20236294996828        0.06025371658987615      52.09966246077521        -2.6179999822803626E-14  68.28948668032429        0.022902882860990594     70.15567305987992        -0.023092011968426456    94.2171500564543
0.12000000000000004       0                        0.22455905876851986      1.1100632545998672       0.24698266454263876      5.2836041575235155       0.1906763788939361       13.51211367133346        0.18800414739383178      21.02008608572061        -1.48513232040005E-13    35.50292441258151        0.14494379006594404      37.20236294996828        0.0871375675811986       52.09966246077521        -7.339014400005784E-14   68.28948668032429        0.06551039046681448      70.15567305987992        0.019867795446310444     94.2171500564543
